model_name,seed,metric,preprocess_mode,task_mode,pooling,n_per_color,run_n_per_color,n_stored_per_color,square_size,ident_noise_std,ident_max_shift,color_only_jitter_std,layer,ident_accuracy,ident_avg_target_sim,ident_avg_best_wrong_sim,ident_avg_margin,gen_accuracy,gen_avg_target_sim,gen_avg_best_wrong_sim,gen_avg_margin,avg_margin
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,0,0.0,layer_6,50.0,0.8506268411874771,0.8452402800321579,0.005386561155319214,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.0038559379823067605
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,0,0.0,layer_0,83.33333333333334,0.9417064189910889,0.9412676692008972,0.0004387497901916504,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.0002158008741609978
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,0,0.0,layer_11,33.33333333333333,0.9059987763563792,0.9070763985315958,-0.0010776221752166748,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.00690979262193044
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,0,0.0,layer_6,50.0,0.8505645394325256,0.8505983054637909,-3.376603126525879e-05,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.0068945794394522
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.0,layer_0,100.0,0.9392099976539612,0.9387286305427551,0.0004813671112060547,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.00033721753529139927
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.0,layer_11,50.0,0.9079826772212982,0.8999420404434204,0.008040636777877808,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.00442034900188446
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,2,0.0,layer_6,50.0,0.8450804352760315,0.8287535607814789,0.016326874494552612,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.008450431483132499
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,2,0.0,layer_0,75.0,0.9402306079864502,0.9399094134569168,0.00032119452953338623,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00018498827429378733
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,2,0.0,layer_11,25.0,0.9010843634605408,0.9069725871086121,-0.005888223648071289,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.00822800792315427
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,2,0.0,layer_6,25.0,0.8345299661159515,0.8382485657930374,-0.0037185996770858765,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.008408518398509306
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,2,0.0,layer_0,83.33333333333334,0.9407708048820496,0.9404115080833435,0.0003592967987060547,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.00017607437841819996
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,2,0.0,layer_11,16.666666666666664,0.9019717276096344,0.9076269368330637,-0.005655209223429362,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.009198586146036783
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,5.0,2,0.0,layer_6,33.33333333333333,0.8384273846944174,0.8435202836990356,-0.005092899004618327,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.009424145926128735
